width,height,weight,stress,deflection
0.01183673469387755,0.021632653061224492,2.010070803831737,108317783.9702434,0.016690476146358258
0.01183673469387755,0.025510204081632654,2.37036651395252,77891751.72413792,0.01017785555862069
0.01183673469387755,0.029387755102040815,2.7306622240733027,58693027.61813538,0.006657311002982948
0.01183673469387755,0.03326530612244898,3.090957934194086,45807468.12788042,0.004590114393182291
0.01183673469387755,0.037142857142857144,3.451253644314869,36742501.53029994,0.003297403983488456
0.01183673469387755,0.041020408163265305,3.811549354435652,30124467.728265516,0.002447925238283599
0.01183673469387755,0.04489795918367347,4.171845064556435,25145839.27044742,0.001866888067048369
0.01183673469387755,0.048775510204081635,4.532140774677218,21306675.665511023,0.001456104752594198
0.01183673469387755,0.052653061224489796,4.892436484798001,18284036.726904266,0.0011575165369745594
0.01183673469387755,0.056530612244897964,5.252732194918784,15861781.343294648,0.0009352915593519105
0.01183673469387755,0.060408163265306125,5.6130279050395675,13890826.112692375,0.0007664982877499169
0.01183673469387755,0.06428571428571428,5.97332361516035,12265644.95530013,0.0006359964050896365
0.01183673469387755,0.06816326530612245,6.333619325281133,10909844.568554407,0.0005335153531528602
0.01183673469387755,0.07204081632653062,6.693915035401917,9767020.204717599,0.0004519206704732411
0.01183673469387755,0.07591836734693877,7.054210745522699,8794792.90011602,0.00038615130116996873
0.01183673469387755,0.07979591836734694,7.414506455643482,7960823.259199346,0.00033254930920781584
0.01183673469387755,0.08367346938775509,7.774802165764265,7240086.9761431,0.0002884262291309041
0.01183673469387755,0.08755102040816326,8.135097875885048,6612975.482037456,0.0002517760673036794
0.01183673469387755,0.09142857142857143,8.49539358600583,6063948.006465517,0.000221081437735722
0.01183673469387755,0.09530612244897958,8.855689296126613,5580559.407808992,0.0001951801648698363
0.01183673469387755,0.09918367346938775,9.215985006247397,5152748.65234659,0.0001731719368758456
0.01183673469387755,0.10306122448979592,9.57628071636818,4772311.031034821,0.0001543519739410602
0.01183673469387755,0.10693877551020407,9.936576426488962,4432501.823501164,0.0001381632247783442
0.01183673469387755,0.11081632653061224,10.296872136609746,4127735.28378816,0.00012416146648595448
0.01183673469387755,0.11469387755102041,10.65716784673053,3853353.619792224,0.00011198951801294126
0.01183673469387755,0.11857142857142856,11.017463556851311,3605447.965522247,0.00010135797493436036
0.01183673469387755,0.12244897959183673,11.377759266972095,3380718.3908045976,9.203066730523628e-05
0.01183673469387755,0.1263265306122449,11.73805497709288,3176363.5147879217,8.38135768576242e-05
0.01183673469387755,0.13020408163265307,12.098350687213662,2989992.778887922,7.65463146110283e-05
0.01183673469387755,0.13408163265306122,12.458646397334444,2819556.2150952625,7.009551219668589e-05
0.01183673469387755,0.1379591836734694,12.818942107455229,2663287.832817599,6.43496567100899e-05
0.01183673469387755,0.14183673469387756,13.179237817576011,2519659.687779422,5.9215023837501995e-05
0.01183673469387755,0.1457142857142857,13.539533527696793,2387344.390088693,5.461245336804199e-05
0.01183673469387755,0.1495918367346939,13.899829237817578,2265184.324804072,5.047477576871283e-05
0.01183673469387755,0.15346938775510205,14.26012494793836,2152166.245843805,4.6744745587919514e-05
0.01183673469387755,0.1573469387755102,14.620420658059142,2047400.1973108435,4.337337210040265e-05
0.01183673469387755,0.16122448979591839,14.980716368179927,1950101.9398968993,4.031856331432408e-05
0.01183673469387755,0.16510204081632654,15.34101207830071,1859578.2317434044,3.7544018687856125e-05
0.01183673469387755,0.1689795918367347,15.701307788421492,1775214.4459171377,3.501832039047494e-05
0.01183673469387755,0.17285714285714288,16.061603498542276,1696464.1099981389,3.271418393935804e-05
0.01183673469387755,0.17673469387755103,16.42189920866306,1622840.0342015466,3.060783744260038e-05
0.01183673469387755,0.18061224489795918,16.78219491878384,1553906.7581980343,2.8678505141884626e-05
0.01183673469387755,0.18448979591836737,17.142490628904625,1489274.0972884218,2.690797594658284e-05
0.01183673469387755,0.18836734693877552,17.50278633902541,1428591.608795633,2.528024154242904e-05
0.01183673469387755,0.19224489795918367,17.86308204914619,1371543.8317191764,2.37811917035526e-05
0.01183673469387755,0.19612244897959186,18.223377759266974,1317846.1785813803,2.239835683332904e-05
0.01183673469387755,0.2,18.583673469387758,1267241.3793103446,2.1120689655172408e-05
0.013673469387755103,0.01,1.0733673469387757,438805970.14925367,0.1462686567164179
0.013673469387755103,0.013877551020408163,1.4895710120783008,227848861.23018125,0.05472840294254354
0.013673469387755103,0.017755102040816328,1.9057746772178261,139195816.3995717,0.026132547906432994
0.013673469387755103,0.021632653061224492,2.3219783423573515,93767633.8846883,0.014448471887892222
0.013673469387755103,0.025510204081632654,2.7381820074968766,67428680.5970149,0.008810680931343282
0.013673469387755103,0.029387755102040815,3.1543856726364017,50808889.57987838,0.005763045345865836
0.013673469387755103,0.03326530612244898,3.5705893377759272,39654226.1405532,0.003973531862754819
0.013673469387755103,0.037142857142857144,3.9867930029154524,31806941.62324472,0.002854469120034782
0.013673469387755103,0.041020408163265305,4.4029966680549775,26077897.436408956,0.002119099460006698
0.013673469387755103,0.04489795918367347,4.8192003331945035,21768039.965461947,0.0016161120580418715
0.013673469387755103,0.048775510204081635,5.235403998334028,18444584.904472224,0.0012605085917979622
0.013673469387755103,0.052653061224489796,5.651607663473553,15827972.091946973,0.0010020292409630511
0.013673469387755103,0.056530612244897964,6.067811328613079,13731094.29718044,0.0008096553797374747
0.013673469387755103,0.060408163265306125,6.484014993752604,12024894.246808324,0.0006635358311864953
0.013673469387755103,0.06428571428571428,6.900218658892128,10618021.00608071,0.000550564052167148
0.013673469387755103,0.06816326530612245,7.316422324031654,9444343.059345605,0.0004618491116845654
0.013673469387755103,0.07204081632653062,7.732625989171179,8455032.41602419,0.00039121490876788026
0.013673469387755103,0.07591836734693877,8.148829654310704,7613402.809055659,0.00033428023086355495
0.013673469387755103,0.07979591836734694,8.56503331945023,6891458.940799433,0.0002878785064784077
0.013673469387755103,0.08367346938775509,8.981236984589755,6267537.97934776,0.00024968240730734983
0.013673469387755103,0.08755102040816326,9.39744064972928,5724665.342659289,0.0002179554015464687
0.013673469387755103,0.09142857142857143,9.813644314868805,5249387.826492536,0.00019138393117420707
0.013673469387755103,0.09530612244897958,10.22984798000833,4830932.0246704705,0.000168961933767918
0.013673469387755103,0.09918367346938775,10.646051645147855,4460588.385613467,0.00014991003490744847
0.013673469387755103,0.10306122448979592,11.062255310287382,4131254.325373426,0.00013361812669524613
0.013673469387755103,0.10693877551020407,11.478458975426905,3837091.130792051,0.00011960398562901433
0.013673469387755103,0.11081632653061224,11.89466264056643,3573263.37999572,0.00010748306054007998
0.013673469387755103,0.11469387755102041,12.310866305705957,3335738.954447,9.694614992165065e-05
0.013673469387755103,0.11857142857142856,12.72706997084548,3121134.0597058255,8.77427245700433e-05
0.013673469387755103,0.12244897959183673,13.143273635985008,2926592.039800995,7.966833886124932e-05
0.013673469387755103,0.1263265306122449,13.559477301124534,2749687.818771634,7.255503668271946e-05
0.013673469387755103,0.13020408163265307,13.975680966264058,2588351.9578432753,6.62639738423827e-05
0.013673469387755103,0.13408163265306122,14.391884631403583,2440809.85784366,6.0679697125489266e-05
0.013673469387755103,0.1379591836734694,14.80808829654311,2305532.750797324,5.570567297291364e-05
0.013673469387755103,0.14183673469387756,15.224291961682635,2181197.938674723,5.126076690410619e-05
0.013673469387755103,0.1457142857142857,15.640495626822158,2066656.3376887187,4.727645216934978e-05
0.013673469387755103,0.1495918367346939,16.056699291961685,1960905.8334124798,4.369458200873647e-05
0.013673469387755103,0.15346938775510205,16.47290295710121,1863069.2874468758,4.046560065819898e-05
0.013673469387755103,0.1573469387755102,16.889106622240735,1772376.2902093872,3.754709823616947e-05
0.013673469387755103,0.16122448979591839,17.305310287380262,1688147.9479704497,3.4902636898967104e-05
0.013673469387755103,0.16510204081632654,17.721513952519786,1609784.140912201,3.2500792296950084e-05
0.013673469387755103,0.1689795918367347,18.13771761765931,1536752.8039282684,3.031436690518726e-05
0.013673469387755103,0.17285714285714288,18.553921282798836,1468580.8713416725,2.831974132063831e-05
0.013673469387755103,0.17673469387755103,18.970124947938363,1404846.5967714877,2.649633689060928e-05
0.013673469387755103,0.18061224489795918,19.386328613077886,1345173.014559492,2.482616863028818e-05
0.013673469387755103,0.18448979591836737,19.802532278217413,1289222.352876544,2.3293471714952305e-05
0.013673469387755103,0.18836734693877552,20.218735943356936,1236691.2434350257,2.188438820090872e-05
0.013673469387755103,0.19224489795918367,20.634939608496463,1187306.6005927194,2.0586703265761946e-05
0.013673469387755103,0.19612244897959186,21.05114327363599,1140822.065040598,1.938962233332962e-05
0.013673469387755103,0.2,21.467346938775513,1097014.925373134,1.8283582089552236e-05
0.015510204081632653,0.01,1.2175510204081632,386842105.26315784,0.12894736842105262
0.015510204081632653,0.013877551020408163,1.6896626405664306,200866759.24239665,0.04824740785724233
0.015510204081632653,0.017755102040816328,2.161774260724698,122712101.29962242,0.023037904075408035
0.015510204081632653,0.021632653061224492,2.633885880882966,82663571.977291,0.012737468638010247
0.015510204081632653,0.025510204081632654,3.105997501041233,59443705.26315789,0.007767310821052631
0.015510204081632653,0.029387755102040815,3.5781091211995,44792047.39278752,0.005080579449644882
0.015510204081632653,0.03326530612244898,4.0502207413577676,34958330.93969821,0.0035029820369022746
0.015510204081632653,0.037142857142857144,4.522332361516035,28040330.1152289,0.002516439882135927
0.015510204081632653,0.041020408163265305,4.994443981674302,22989725.371571053,0.001868153471321694
0.015510204081632653,0.04489795918367347,5.46655560183257,19190245.75902566,0.0014247303669579655
0.015510204081632653,0.048775510204081635,5.938667221990837,16260357.744732095,0.0011112378375060985
0.015510204081632653,0.052653061224489796,6.410778842149105,13953606.975795357,0.0008833678834805845
0.015510204081632653,0.056530612244897964,6.882890462307373,12105043.65672486,0.0007137751374001422
0.015510204081632653,0.060408163265306125,7.3550020824656395,10600893.612317864,0.0005849592195986208
0.015510204081632653,0.06428571428571428,7.8271137026239055,9360623.781676415,0.00048536567756840674
0.015510204081632653,0.06816326530612245,8.299225322782174,8325934.012844152,0.0004071564537219196
0.015510204081632653,0.07204081632653062,8.771336942940442,7453778.577284482,0.00034488682746642077
0.015510204081632653,0.07591836734693877,9.243448563098708,6711815.634299068,0.00029469441405076554
0.015510204081632653,0.07979591836734694,9.715560183256976,6075365.118862658,0.0002537876307112278
0.015510204081632653,0.08367346938775509,10.187671803415242,5525329.534424998,0.00022011475381042683
0.015510204081632653,0.08755102040816326,10.65978342357351,5046744.446818057,0.0001921448934685974
0.015510204081632653,0.09142857142857143,11.13189504373178,4627749.794407894,0.0001687200445877878
0.015510204081632653,0.09530612244897958,11.604006663890045,4258847.969117389,0.00014895328371645404
0.015510204081632653,0.09918367346938775,12.076118284048313,3932360.8136329236,0.00013215753077367167
0.015510204081632653,0.10306122448979592,12.54822990420658,3642026.8394739414,0.0001177949274813354
0.015510204081632653,0.10693877551020407,13.020341524364847,3382698.7600403614,0.00010544035575189423
0.015510204081632653,0.11081632653061224,13.492453144523115,3150113.7692067535,9.475480337086e-05
0.015510204081632653,0.11469387755102041,13.964564764681382,2940717.236157223,8.54656847993499e-05
0.015510204081632653,0.11857142857142856,14.436676384839648,2751526.078951189,7.735213876569608e-05
0.015510204081632653,0.12244897959183673,14.908788004997916,2580021.929824562,7.023393031189084e-05
0.015510204081632653,0.1263265306122449,15.380899625156188,2424066.8928644666,6.3962992865029e-05
0.015510204081632653,0.13020408163265307,15.853011245314454,2281836.594414466,5.841692430841632e-05
0.015510204081632653,0.13408163265306122,16.325122865472718,2151766.5852042795,5.349394351852344e-05
0.015510204081632653,0.1379591836734694,16.797234485630987,2032509.1355713252,4.910894854191071e-05
0.015510204081632653,0.14183673469387756,17.269346105789257,1922898.1827790323,4.5190412928619946e-05
0.015510204081632653,0.1457142857142857,17.741457725947523,1821920.7187518969,4.167792493876888e-05
0.015510204081632653,0.1495918367346939,18.213569346105793,1728693.3005083706,3.852022361296505e-05
0.015510204081632653,0.15346938775510205,18.68568096626406,1642442.661301851,3.567362163288595e-05
0.015510204081632653,0.1573469387755102,19.157792586422325,1562489.6242635385,3.310073133978097e-05
0.015510204081632653,0.16122448979591839,19.629904206580594,1488235.6909739494,3.076942989777363e-05
0.015510204081632653,0.16510204081632654,20.10201582673886,1419151.808435756,2.8652014261784936e-05
0.015510204081632653,0.1689795918367347,20.574127446897126,1354768.9192525526,2.672450766641509e-05
0.015510204081632653,0.17285714285714288,21.046239067055396,1294669.9786827902,2.49660877431943e-05
0.015510204081632653,0.17673469387755103,21.518350687213662,1238483.1839959167,2.335861278514239e-05
0.015510204081632653,0.18061224489795918,21.990462307371928,1185876.2102037626,2.1886227608280368e-05
0.015510204081632653,0.18448979591836737,22.462573927530197,1136551.2847727428,2.0535034275023746e-05
0.015510204081632653,0.18836734693877552,22.934685547688463,1090240.9646071936,1.9292815913959006e-05
0.015510204081632653,0.19224489795918367,23.40679716784673,1046704.5031541082,1.8148804194816455e-05
0.015510204081632653,0.19612244897959186,23.878908788005,1005724.7152331587,1.7093482846487955e-05
0.015510204081632653,0.2,24.351020408163265,967105.2631578945,1.6118421052631573e-05
0.017346938775510204,0.01,1.361734693877551,345882352.9411764,0.11529411764705882
0.017346938775510204,0.013877551020408163,1.8897542690545603,179598514.1461429,0.04313885879000491
0.017346938775510204,0.017755102040816328,2.41777384423157,109719055.27966239,0.020598596585070714
0.017346938775510204,0.021632653061224492,2.94579341940858,73910958.47381315,0.011388795488103284
0.017346938775510204,0.025510204081632654,3.473812994585589,53149665.88235293,0.006944889675294117
0.017346938775510204,0.029387755102040815,4.001832569762598,40049360.021786496,0.0045426357432118945
0.017346938775510204,0.03326530612244898,4.529852144939609,31256860.60490664,0.0031320780565243867
0.017346938775510204,0.037142857142857144,5.0578717201166175,25071353.985381134,0.002249993306380358
0.017346938775510204,0.041020408163265305,5.585891295293627,20555519.155757647,0.0016703489861229265
0.017346938775510204,0.04489795918367347,6.1139108704706375,17158337.38454059,0.0012738765633977104
0.017346938775510204,0.048775510204081635,6.641930445647646,14538672.807054581,0.0009935773605936882
0.017346938775510204,0.052653061224489796,7.169950020824656,12476166.23718173,0.0007898348134649932
0.017346938775510204,0.056530612244897964,7.697969596001666,10823333.151895171,0.0006381989463813036
0.017346938775510204,0.060408163265306125,8.225989171178675,9478446.05336656,0.0005230223610528846
0.017346938775510204,0.06428571428571428,8.754008746355684,8369498.910675382,0.00043397401759057543
0.017346938775510204,0.06816326530612245,9.282028321532694,7444364.529131241,0.0003640457703866575
0.017346938775510204,0.07204081632653062,9.810047896709705,6664554.963219067,0.00030836939867585856
0.017346938775510204,0.07591836734693877,10.338067471886712,6001152.802432108,0.0002634914760924492
0.017346938775510204,0.07979591836734694,10.866087047063722,5432091.165100731,0.0002269159992241567
0.017346938775510204,0.08367346938775509,11.39410662224073,4940294.6425447045,0.00019680848575991103
0.017346938775510204,0.08755102040816326,11.922126197417741,4512383.2700961465,0.00017180014004251066
0.017346938775510204,0.09142857142857143,12.450145772594752,4137752.757352941,0.00015085556927849268
0.017346938775510204,0.09530612244897958,12.978165347771759,3807911.1253284886,0.00013318175955824124
0.017346938775510204,0.09918367346938775,13.50618492294877,3515993.1980717904,0.00011816438045645936
0.017346938775510204,0.10306122448979592,14.03420449812578,3256400.468235524,0.00010532252339507636
0.017346938775510204,0.10693877551020407,14.562224073302788,3024530.656036088,9.427608278992894e-05
0.017346938775510204,0.11081632653061224,15.090243648479799,2816572.311290744,8.472194183747481e-05
0.017346938775510204,0.11469387755102041,15.61826322365681,2629347.1758582233,7.641637699706582e-05
0.017346938775510204,0.11857142857142856,16.146282798833816,2460188.0235328274,6.916191230815178e-05
0.017346938775510204,0.12244897959183673,16.67430237401083,2306843.1372549017,6.279739651416123e-05
0.017346938775510204,0.1263265306122449,17.20232194918784,2167400.9865611703,5.7190440679320054e-05
0.017346938775510204,0.13020408163265307,17.730341524364846,2040230.366770582,5.22316029110546e-05
0.017346938775510204,0.13408163265306122,18.258361099541855,1923932.47618265,4.782987891067979e-05
0.017346938775510204,0.1379591836734694,18.786380674718867,1817302.2859225967,4.3909177519826044e-05
0.017346938775510204,0.14183673469387756,19.314400249895876,1719297.198720076,4.04055456773543e-05
0.017346938775510204,0.1457142857142857,19.842419825072884,1629011.466178167,3.72649681805463e-05
0.017346938775510204,0.1495918367346939,20.370439400249897,1545655.186336896,3.444161170100404e-05
0.017346938775510204,0.15346938775510205,20.898458975426905,1468536.9677522432,3.1896414636462725e-05
0.017346938775510204,0.1573469387755102,21.426478550603914,1397049.5464003403,2.9595948021451225e-05
0.017346938775510204,0.16122448979591839,21.954498125780926,1330657.79428259,2.751149026153878e-05
0.017346938775510204,0.16510204081632654,22.482517700957935,1268888.6757778523,2.5618271575243e-05
0.017346938775510204,0.1689795918367347,23.010537276134944,1211322.7983905175,2.389485391350055e-05
0.017346938775510204,0.17285714285714288,23.538556851311952,1157587.2750575538,2.2322619629209023e-05
0.017346938775510204,0.17673469387755103,24.06657642648896,1107349.6703963492,2.0885347902009668e-05
0.017346938775510204,0.18061224489795918,24.59459600166597,1060312.8467704232,1.9568862332109507e-05
0.017346938775510204,0.18448979591836737,25.122615576842982,1016210.5605026877,1.8360736528256526e-05
0.017346938775510204,0.18836734693877552,25.65063515201999,974803.6860017262,1.7250047170128053e-05
0.017346938775510204,0.19224489795918367,26.178654727197,935876.9675260262,1.6227166103600596e-05
0.017346938775510204,0.19612244897959186,26.70667430237401,899236.2159731772,1.528358466274217e-05
0.017346938775510204,0.2,27.23469387755102,864705.882352941,1.441176470588235e-05
0.019183673469387756,0.01,1.505918367346939,312765957.44680846,0.10425531914893615
0.019183673469387756,0.013877551020408163,2.089845897542691,162402911.72789514,0.03900854252287678
0.019183673469387756,0.017755102040816328,2.6737734277384426,99214039.34863089,0.018626390529053304
0.019183673469387756,0.021632653061224492,3.2577009579341945,66834377.34334166,0.010298378898816796
0.019183673469387756,0.025510204081632654,3.8416284881299463,48060868.08510637,0.006279953429787232
0.019183673469387756,0.029387755102040815,4.425556018325698,36214846.82821119,0.004107702533755436
0.019183673469387756,0.03326530612244898,5.00948354852145,28264182.461883664,0.0028321982426018394
0.019183673469387756,0.037142857142857144,5.593411078717201,22670905.19954677,0.0020345684153439407
0.019183673469387756,0.041020408163265305,6.177338608912953,18587437.5344617,0.001510421955536689
0.019183673469387756,0.04489795918367347,6.761266139108706,15515517.847722875,0.0011519096583915466
0.019183673469387756,0.048775510204081635,7.345193669304457,13146672.219145095,0.0008984476133028029
0.019183673469387756,0.052653061224489796,7.929121199500209,11281639.682557948,0.000714212331324728
0.019183673469387756,0.056530612244897964,8.513048729695962,9787056.573522229,0.0005770947919405406
0.019183673469387756,0.060408163265306125,9.096976259891713,8570935.261022955,0.00047294575201590626
0.019183673469387756,0.06428571428571428,9.680903790087463,7568163.908589441,0.0003924233137787118
0.019183673469387756,0.06816326530612245,10.264831320283216,6731606.22315059,0.00032919032428580734
0.019183673469387756,0.07204081632653062,10.848758850478967,6026459.275251283,0.00027884466901540405
0.019183673469387756,0.07591836734693877,11.432686380674719,5426574.342624778,0.0002382635688070019
0.019183673469387756,0.07979591836734694,12.016613910870472,4911997.330144277,0.00020518999929843953
0.019183673469387756,0.08367346938775509,12.600541441066222,4467287.70868404,0.00017796512010204718
0.019183673469387756,0.08755102040816326,13.184468971261975,4080346.5740231103,0.00015535119046397236
0.019183673469387756,0.09142857142857143,13.768396501457726,3741584.9401595737,0.0001364119509433178
0.019183673469387756,0.09530612244897958,14.352324031653477,3443323.8899246966,0.0001204303144941543
0.019183673469387756,0.09918367346938775,14.936251561849229,3179355.5514478954,0.00010685076956169197
0.019183673469387756,0.10306122448979592,15.520179092044982,2944617.444681059,9.523845200618607e-05
0.019183673469387756,0.10693877551020407,16.10410662224073,2734947.9336496536,8.524964933131872e-05
0.019183673469387756,0.11081632653061224,16.688034152436487,2546900.4942522687,7.66102665551634e-05
0.019183673469387756,0.11469387755102041,17.271961682632238,2377601.1696590316,6.909991536968716e-05
0.019183673469387756,0.11857142857142856,17.85588921282799,2224638.1063860673,6.254002708715853e-05
0.019183673469387756,0.12244897959183673,18.43981674302374,2085975.1773049645,5.678487982663515e-05
0.019183673469387756,0.1263265306122449,19.023744273219496,1959883.87082659,5.1714760188746844e-05
0.019183673469387756,0.13020408163265307,19.607671803415247,1844889.1614414833,4.723070475999618e-05
0.019183673469387756,0.13408163265306122,20.191599333610995,1739726.175271545,4.325042241923171e-05
0.019183673469387756,0.1379591836734694,20.77552686380675,1643305.258547029,3.970510733175759e-05
0.019183673469387756,0.14183673469387756,21.3594543940025,1554683.6371404943,3.653692960186293e-05
0.019183673469387756,0.1457142857142857,21.943381924198253,1473042.2832462145,3.369704569517484e-05
0.019183673469387756,0.1495918367346939,22.527309454394008,1397666.9238152783,3.1144010580695146e-05
0.019183673469387756,0.15346938775510205,23.111236984589755,1327932.3644568156,2.8842502596801406e-05
0.019183673469387756,0.1573469387755102,23.695164514785507,1263289.483447116,2.67622934236527e-05
0.019183673469387756,0.16122448979591839,24.27909204498126,1203254.3884470228,2.4877411406710598e-05
0.019183673469387756,0.16510204081632654,24.863019575177013,1147399.334479973,2.3165458339315482e-05
0.019183673469387756,0.1689795918367347,25.44694710537276,1095345.083651,2.1607048751569647e-05
0.019183673469387756,0.17285714285714288,26.030874635568516,1046754.4508499154,2.018534753705071e-05
0.019183673469387756,0.17673469387755103,26.614802165764267,1001326.82961372,1.8885686932668313e-05
0.019183673469387756,0.18061224489795918,27.19872969596002,958793.531654106,1.7695247853503274e-05
0.019183673469387756,0.18448979591836737,27.782657226155774,918913.8047098771,1.6602793669168135e-05
0.019183673469387756,0.18836734693877552,28.36658475635152,881471.4181930502,1.5598446909158344e-05
0.019183673469387756,0.19224489795918367,28.950512286547273,846271.7259543852,1.4673501263894154e-05
0.019183673469387756,0.19612244897959186,29.534439816743028,813139.131465107,1.3820262726947707e-05
0.019183673469387756,0.2,30.11836734693878,781914.893617021,1.3031914893617018e-05
0.02102040816326531,0.01,1.6501020408163267,285436893.2038834,0.09514563106796114
0.02102040816326531,0.013877551020408163,2.289937526030821,148212366.04293343,0.03560002909854774
0.02102040816326531,0.017755102040816328,2.9297730112453153,90544851.44438158,0.016998841842048647
0.02102040816326531,0.021632653061224492,3.5696084964598094,60994480.29392346,0.009398520548434746
0.02102040816326531,0.025510204081632654,4.209443981674303,43861374.75728154,0.005731219634951455
0.02102040816326531,0.029387755102040815,4.849279466888797,33050442.736425743,0.0037487770696408833
0.02102040816326531,0.03326530612244898,5.489114952103292,25794496.61569965,0.0025847246097531343
0.02102040816326531,0.037142857142857144,6.128950437317785,20689952.318032973,0.0018567905926439845
0.02102040816326531,0.041020408163265305,6.768785922532279,16963292.507178638,0.0013784433380626092
0.02102040816326531,0.04489795918367347,7.408621407746774,14159792.987242235,0.0010512573581437418
0.02102040816326531,0.048775510204081635,8.048456892961267,11997933.869899407,0.0008199424820433347
0.02102040816326531,0.052653061224489796,8.688292378175761,10295865.341363564,0.0006518054285876158
0.02102040816326531,0.056530612244897964,9.328127863390256,8931876.8729232,0.0005266690334214642
0.02102040816326531,0.060408163265306125,9.96796334860475,7822018.587729685,0.00043162039504364246
0.02102040816326531,0.06428571428571428,10.607798833819242,6906868.033081626,0.0003581338980116399
0.02102040816326531,0.06816326530612245,11.247634319033738,6143407.621127723,0.00030042612119287265
0.02102040816326531,0.07204081632653062,11.887469804248232,5499875.455083695,0.0002544796008490095
0.02102040816326531,0.07591836734693877,12.527305289462724,4952407.652492516,0.0002174444220180406
0.02102040816326531,0.07979591836734694,13.16714077467722,4482793.679937496,0.00018726077605877006
